Geoname ID;Name;ASCII Name;Alternate Names;Feature Class;Feature Code;Country Code;Country name EN;Country Code 2;Admin1 Code;Admin2 Code;Admin3 Code;Admin4 Code;Population;Elevation;DIgital Elevation Model;Timezone;Modification date;LABEL EN;Coordinates
757894;Sucha;Sucha;Sucha,Sucha Szlachecka;P;PPL;PL;Poland;PL;78;1401;140101;;1170;;124;Europe/Warsaw;2010-09-06;Poland;51.61999,20.94887
757993;Strzegowo;Strzegowo;Strzegowo,Strzegowo-Osada,Stshegovo-Osada,Стшегово-Осада;P;PPLA3;PL;Poland;PL;78;1413;141305;;2000;;108;Europe/Warsaw;2010-09-18;Poland;52.89394,20.28548
758973;Sławatycze;Slawatycze;Slavatice,Slavatiche,Slavatičė,Slavatyche,Slavatychy,Slawatycze,Slovatichi Nadbuzhanskie,Stavapycze,Sławatycze,slwwtyz'h,Славатыче,Славатычы,Словатичи Надбужанские,סלווטיצ'ה;P;PPLA3;PL;Poland;PL;75;0601;060114;;2647;;154;Europe/Warsaw;2016-01-14;Poland;51.76338,23.5546
759409;Siedleczka;Siedleczka;;P;PPL;PL;Poland;;80;1814;181405;;1152;;215;Europe/Warsaw;2010-10-13;Poland;49.96061,22.37949
759722;Rzezawa;Rzezawa;Rzczawa,Rzezawa;P;PPLA3;PL;Poland;PL;77;1201;120107;;2500;;206;Europe/Warsaw;2010-10-17;Poland;49.98997,20.51508
759859;Ryglice;Ryglice;Ryglice;P;PPLA3;PL;Poland;;77;1216;121606;;2802;;241;Europe/Warsaw;2010-09-16;Poland;49.87887,21.13748
761607;Policzna;Policzna;Comuna de Policzna,Gmina Polichna,Gmina Policzna,Polichna,Полична,Ґміна Полічна;P;PPLA3;PL;Poland;;78;1436;143602;;1500;;161;Europe/Warsaw;2010-09-20;Poland;51.45545,21.62684
761878;Podkowa Leśna;Podkowa Lesna;Podkova-Les'na,Podkowa Lesna,Podkowa Leśna,Подкова-Лесьна;P;PPLA3;PL;Poland;;78;1405;140502;;3844;;104;Europe/Warsaw;2011-07-31;Poland;52.12237,20.72665
762201;Pińczów;Pinczow;Pin'chau,Pin'chuv,Pinchov,Pinchuv,Pincova,Pincow,Pincuvas,Pinczow,Pinčuvas,Pińczów,Piņčova,ping qiu fu,pynzwb,Пинчов,Пиньчув,Пињчов,Пінчув,Піньчаў,פינטשאוו,פינצוב,平丘夫;P;PPLA2;PL;Poland;;84;2608;260804;;11806;;204;Europe/Warsaw;2019-09-05;Poland;50.52052,20.52649
762361;Piecki;Piecki;Comuna de Piecki,Gmina Pec'kij,Gmina Piecki,Pecki,Peitschendorf,Piecki,Гміна Пецький,Пецки;P;PPL;PL;Poland;PL;85;2810;281004;;3320;;147;Europe/Warsaw;2010-09-09;Poland;53.75759,21.33914
762423;Piaseczno;Piaseczno;Piasecnas,Piaseczno,Piasečnas,Pjasechno,Pjasecno,Pjasečno,byasytshnw,pi ya sai qi nuo,Пясечно,Пјасечно,פיאסצנו,بياسيتشنو,皮亞塞奇諾;P;PPLA2;PL;Poland;;78;1418;141804;;36278;;108;Europe/Warsaw;2010-10-30;Poland;52.0814,21.02397
764000;Niedrzwica Duża;Niedrzwica Duza;Niedrzwica,Niedrzwica Duza,Niedrzwica Duża;P;PPLA3;PL;Poland;PL;75;0609;060910;;3900;;194;Europe/Warsaw;2010-10-11;Poland;51.11462,22.38911
764241;Muszyna;Muszyna;Mushina,Musina,Muszyna,Mušina,mu xi na,mwsynh,Мушина,מושינה,穆希納;P;PPL;PL;Poland;;77;1210;121011;;5018;450;451;Europe/Warsaw;2010-09-11;Poland;49.35661,20.89718
764269;Mszczonów;Mszczonow;Msconova,Mshchonov,Mshhonuv,Mstsonoub,Mszczonovia,Mszczonow,Mszczonów,Mščonova,mshtshwnwf,mu shen qiao nu fu,mushichonufu,Μστσόνουβ,Мшчонов,Мщонув,אמשינאוו,אמשינוב,مشتشونوف,ムシチョヌフ,姆什喬努夫;P;PPLA3;PL;Poland;;78;1438;143802;;6267;;165;Europe/Warsaw;2010-09-19;Poland;51.97415,20.52083
764292;Mrozy;Mrozy;Comuna de Mrozy,Gmina Mrozi,Gmina Mrozy,Kaluska Wola,Kałuska Wola,Mrozy,Wola Kaluska,Wola Kałuska,Мрозы,Ґміна Мрози;P;PPLA3;PL;Poland;PL;78;1412;141212;;3368;;164;Europe/Warsaw;2010-10-15;Poland;52.16609,21.80263
764876;Miedzna;Miedzna;Medzna,Miedzna,Медзна;P;PPLA3;PL;Poland;;78;1433;143306;;1400;;149;Europe/Warsaw;2010-09-18;Poland;52.46778,22.08947
765876;Lublin;Lublin;LUZ,Lioblens,Lioblėns,Liublinas,Ljublin,Ljublin osh,Ljublin shaary,Loumplin,Lu-pu-lim,Lubblinu,Lublin,Lublina,Lublino,Lublinum,Lueblin,Lyublin,Lû-pu-lìm,Lüblin,lbln,lu bu lin,lub lin,lubeullin,lublina,lublini,lwblyn,ruburin,Ļubļina,Λούμπλιν,Лублин,Люблин,Люблин ош,Люблин шаары,Люблін,Լյուբլին,לובלין,لبلن,لوبلين,لوبلین,लुब्लिन,ลูบลิน,ლუბლინი,ルブリン,卢布林,盧布林,루블린;P;PPLA;PL;Poland;;75;0663;066301;;360044;;183;Europe/Warsaw;2019-09-05;Poland;51.25,22.56667
767283;Krzeszów;Krzeszow;Krzeszow,Krzeszów;P;PPLA3;PL;Poland;;80;1812;181204;;734;;173;Europe/Warsaw;2010-10-14;Poland;50.40381,22.34241
767763;Kozłowo;Kozlowo;Gross Koslau,Grosskosel,Kozlowo,Kozłowo;P;PPL;PL;Poland;PL;85;2811;281103;;3000;;179;Europe/Warsaw;2010-09-09;Poland;53.30652,20.29098
767781;Kozłów;Kozlow;;P;PPLA3;PL;Poland;;77;1208;120803;;1021;;288;Europe/Warsaw;2010-09-29;Poland;50.48394,20.02456
768116;Korsze;Korsze;Korschen,Korse,Korshe,Korsz,Korsze,Korše,ke er xie,Корше,科爾謝;P;PPL;PL;Poland;PL;85;2808;280804;;4521;;63;Europe/Warsaw;2014-06-26;Poland;54.17002,21.13915
770348;Jasienica;Jasienica;;P;PPL;PL;Poland;;78;1434;143411;;2000;;98;Europe/Warsaw;2010-09-06;Poland;52.41415,21.4115
770705;Jabłonna Lacka;Jablonna Lacka;;P;PPL;PL;Poland;;78;1429;142904;;1500;;134;Europe/Warsaw;2010-09-19;Poland;52.47664,22.44228
770918;Humniska;Humniska;;P;PPL;PL;Poland;;80;1802;180201;;4300;;282;Europe/Warsaw;2010-09-25;Poland;49.67507,22.05368
772069;Głuchów;Gluchow;;P;PPL;PL;Poland;;80;1810;181004;;1500;;190;Europe/Warsaw;2010-10-13;Poland;50.08171,22.27135
773014;Dorohusk;Dorohusk;;P;PPLA3;PL;Poland;;75;0603;060304;;516;;174;Europe/Warsaw;2010-11-04;Poland;51.15475,23.80325
774243;Chynów;Chynow;Comuna de Chynow,Comuna de Chynów,Gmina Chynow,Gmina Chynów,Gmina Khinuv,Khynuv,Хынув,Ґміна Хинув;P;PPLA3;PL;Poland;;78;1406;140603;;400;;118;Europe/Warsaw;2011-07-31;Poland;51.90425,21.08208
774790;Bukowina Tatrzańska;Bukowina Tatrzanska;Bukowina,Tatranska Bukovina,Tatranská Bukovina;P;PPLA3;PL;Poland;PL;77;1217;121703;;2700;;886;Europe/Warsaw;2010-09-17;Poland;49.34302,20.10807
775210;Brzączowice;Brzaczowice;;P;PPL;PL;Poland;;77;1209;120901;;1230;;310;Europe/Warsaw;2010-10-17;Poland;49.87478,20.03709
775736;Bodzentyn;Bodzentyn;Bodzentin,Bodzentina,Bodzentyn,bo ceng teng,bwdzntyn,Бодзентин,Бодзентын,בודזנטין,博曾滕;P;PPLA3;PL;Poland;;84;2604;260402;;2228;;287;Europe/Warsaw;2010-09-21;Poland;50.94115,20.95719
776024;Bielany;Bielany;;P;PPLA3;PL;Poland;;78;1429;142902;;168;;158;Europe/Warsaw;2010-09-19;Poland;52.34174,22.24929
776677;Annopol;Annopol;Annopol,Annopol',Annopole,Anopol,Rachow-Annopol,Rachów-Annopol,an nuo bo er,Аннопол,Аннополь,Анопол,אנופול,安諾波爾;P;PPLA3;PL;Poland;;75;0607;060702;;2654;;182;Europe/Warsaw;2010-10-11;Poland;50.88551,21.85678
3081808;Witonia;Witonia;Vitonja,Witonia,Витоня;P;PPLA3;PL;Poland;;74;1004;100408;;1130;;102;Europe/Warsaw;2010-10-16;Poland;52.14655,19.30049
3082192;Wieprz;Wieprz;;P;PPL;PL;Poland;;77;1218;121810;;5002;;289;Europe/Warsaw;2010-09-09;Poland;49.89093,19.35688
3083015;Tułowice;Tulowice;Tillowitz,Tulowice,Tułowice;P;PPL;PL;Poland;PL;79;1609;160912;;4290;;174;Europe/Warsaw;2010-09-12;Poland;50.59577,17.65323
3083271;Toruń;Torun;Thorn,Thorunium,Torn,Toroun,Torun,Torun',Toruna,Torune,Toruni,Torunj,Torunė,Toruń,Toruņa,Toruň,Torń,Torůń,thx run,tolun,torun,trwny,tuo lun,twrwn,twryny,Τόρουν,Торун,Торунь,Торуњ,טורון,ترونی,تورون,تورینی,تۆرون,ทอรูน,ტორუნი,トルン,托伦,토룬;P;PPL;PL;Poland;;73;0463;046301;;198613;;51;Europe/Warsaw;2021-11-19;Poland;53.01375,18.59814
3083616;Sztum;Sztum;Shhum,Shtum,Stuhm,Stuma,Stumas,Sztem,Sztum,Sztëm,ch tum,shen tu mu,Štuma,Štumas,Штум,Щум,ชตุม,什圖姆;P;PPLA3;PL;Poland;;82;2216;221605;;9766;;58;Europe/Warsaw;2011-07-31;Poland;53.92077,19.03072
3085577;Ślesin;Slesin;;P;PPL;PL;Poland;;73;0410;041003;;1500;;96;Europe/Warsaw;2010-10-15;Poland;53.16514,17.70258
3085805;Skawinki;Skawinki;;P;PPL;PL;Poland;;77;1218;121804;;1600;;376;Europe/Warsaw;2010-10-23;Poland;49.82281,19.71256
3085807;Skawina;Skawina;Skavina,Skawina,si ka wei na,Скавина,Скавіна,斯卡維納;P;PPL;PL;Poland;;77;1206;120611;;23647;;218;Europe/Warsaw;2021-02-03;Poland;49.97524,19.82869
3086080;Siedlec;Siedlec;Szilk;P;PPLA3;PL;Poland;;86;3029;302902;;1200;;61;Europe/Warsaw;2020-04-22;Poland;52.13781,16.00279
3086524;Ryjewo;Ryjewo;Rehhof,Ryjewo;P;PPL;PL;Poland;;82;2207;220705;;2914;;19;Europe/Warsaw;2010-09-05;Poland;53.84463,18.96077
3086574;Rybno;Rybno;Comuna de Rybno,Gmina Ribno,Gmina Rybno,Komunumo Rybno,Rybno,Гміна Рибно,Рыбно;P;PPL;PL;Poland;;85;2803;280306;;2558;;154;Europe/Warsaw;2010-09-09;Poland;53.38348,19.93229
3087710;Pszczew;Pszczew;Betsche,Betsche-Stadt,Paczew,Pszczew;P;PPLA3;PL;Poland;;76;0803;080304;;1826;;61;Europe/Warsaw;2020-04-23;Poland;52.47724,15.7816
3088211;Potok Złoty;Potok Zloty;Potok,Zloty Potok,Złoty Potok;P;PPL;PL;Poland;PL;83;2404;240403;;1101;;287;Europe/Warsaw;2020-01-05;Poland;50.70676,19.43091
3088273;Poręba;Poreba;Poreba,Poremba,Porenba,Poręba,bo lun ba,Поремба,Поренба,波倫巴;P;PPL;PL;Poland;;83;2416;241601;;8718;;312;Europe/Warsaw;2010-09-06;Poland;50.48831,19.33903
3089123;Piekielnik;Piekielnik;Pekelnik,Piekielek,Piekielnik;P;PPL;PL;Poland;PL;77;1211;121103;;2314;;646;Europe/Warsaw;2010-10-30;Poland;49.47688,19.7681
3089298;Pęczniew;Peczniew;;P;PPLA3;PL;Poland;;74;1011;101102;;3871;;119;Europe/Warsaw;2010-10-16;Poland;51.80384,18.72311
3089566;Paczków;Paczkow;Pachkov,Pachkuv,Packova,Paczkow,Paczków,Patschkau,Pačkova,pa qi ku fu,Пачков,Пачкув,帕奇庫夫;P;PPLA3;PL;Poland;PL;79;1607;160707;;8081;;229;Europe/Warsaw;2010-09-25;Poland;50.46395,17.00658
3089612;Otyń;Otyn;Deutsch Wartenberg,Ochla,Otyn,Otyń,Wartenberg;P;PPLA3;PL;Poland;PL;76;0804;080407;;1200;;64;Europe/Warsaw;2020-04-25;Poland;51.84766,15.71105
3089976;Orzech;Orzech;;P;PPL;PL;Poland;;83;2413;241307;;1942;;299;Europe/Warsaw;2010-09-06;Poland;50.42744,18.92275
3099473;Gąsawa;Gasawa;Gasawa,Gąsawa;P;PPLA3;PL;Poland;;73;0419;041902;;1400;;86;Europe/Warsaw;2010-09-16;Poland;52.76757,17.75579
3100363;Dobra;Dobra;Daber,Dobra,Dobra Nowogardzka,Dobro,Dobrô,duo bu la,Добра,多布拉;P;PPLA3;PL;Poland;PL;87;3218;321801;;2336;;79;Europe/Warsaw;2019-09-05;Poland;53.58625,15.30977
3100849;Dąbrowa;Dabrowa;Dabrowa,Dambrau,Deutsch Damno,Dąbrowa;P;PPL;PL;Poland;PL;79;1609;160902;;1100;;168;Europe/Warsaw;2010-09-12;Poland;50.68352,17.74957
3101076;Czechowice-Dziedzice;Czechowice-Dziedzice;Cechovices-Dzedzices,Cehovice-Dzedzice,Chekhovice-Dzedzice,Chekhovice-Dzhedzhice,Czchowice,Czechowice,Czechowice-Dziedzice,Czechowice-Dzydzice,Czechowice-Dźydźice,Dziedzice,Dzieozice,Zabracze,qie huo wei cai-jie ji cai,Čechovicės-Dzedzicės,Čehovice-Dzedzice,Чеховице-Ђеђице,Чеховице-Джеджице,Чеховице-Дзедзице,Чеховіце-Дзедзіце,切霍維采-傑濟采;P;PPLA3;PL;Poland;;83;2402;240204;;34703;;259;Europe/Warsaw;2011-07-31;Poland;49.91342,19.00479
3101289;Cisiec;Cisiec;;P;PPL;PL;Poland;;83;2417;241715;;3296;;417;Europe/Warsaw;2010-09-06;Poland;49.59213,19.1054
3101330;Cieszków;Cieszkow;Cieszkow,Cieszków,Frejno,Freyhan;P;PPL;PL;Poland;PL;72;0213;021301;;1800;;134;Europe/Warsaw;2010-09-13;Poland;51.63104,17.35726
3102627;Brodnica;Brodnica;Brodnica,Brodnicja,Brodņica,bu luo de ni cha,Бродница,Бродниця,Бродњица,布罗德尼察;P;PPL;PL;Poland;;73;0402;040201;;27341;;71;Europe/Warsaw;2010-09-14;Poland;53.25967,19.39653
3102628;Brodnica;Brodnica;Brodnica,Brodnitz,Comuna de Brodnica,Gmina Brodnica,Gmina Brodnicja,Бродница,Ґміна Бродниця;P;PPLA3;PL;Poland;PL;86;3026;302601;;722;;78;Europe/Warsaw;2010-10-16;Poland;52.14123,16.89096
3102634;Brodła;Brodla;;P;PPL;PL;Poland;;77;1203;120301;;1005;;275;Europe/Warsaw;2010-10-21;Poland;50.04331,19.58879
3102869;Boronów;Boronow;Boronow,Boronów;P;PPL;PL;Poland;;83;2407;240702;;2793;;277;Europe/Warsaw;2010-09-06;Poland;50.6746,18.90678
3103709;Bełchatów;Belchatow;Belchatow,Belchatuvas,Belhatova,Belkhatov,Belkhatuv,Bełchatów,be-uhatupeu,bei wu ha tu fu,beuhatoufu,blhtwb,Белхатов,Белхатув,בלחטוב,ベウハトゥフ,貝烏哈圖夫,베우하투프;P;PPLA2;PL;Poland;;74;1001;100101;;62896;;202;Europe/Warsaw;2010-10-15;Poland;51.36883,19.35671
3104018;Babice;Babice;;P;PPLA3;PL;Poland;;77;1203;120302;;1369;;258;Europe/Warsaw;2010-10-23;Poland;50.06882,19.44906
7534656;Radwanice;Radwanice;;P;PPL;PL;Poland;;72;0216;021606;;2100;;139;Europe/Warsaw;2010-09-10;Poland;51.57083,15.94803
12047659;Karłowice;Karlowice;;P;PPLX;PL;Poland;;72;0264;026401;37;12651;;114;Europe/Warsaw;2019-06-03;Poland;51.14132,17.05212
3091407;Mosina;Mosina;Masina,Mosina,Mossin,Moßin,mo xi na,mwshyna,Масіна,Мосина,Мосіна,موشینا,莫西納;P;PPLA3;PL;Poland;;86;3021;302110;;12318;;65;Europe/Warsaw;2020-04-25;Poland;52.24543,16.84709
3092083;Miasteczko Krajeńskie;Miasteczko Krajenskie;Friedheim,Miasteczko,Miasteczko Krainskie,Miasteczko Kraińskie;P;PPLA3;PL;Poland;PL;86;3019;301905;;1163;;70;Europe/Warsaw;2010-10-16;Poland;53.09784,17.00478
3092828;Lubowidz;Lubowidz;Ljubovidz,Lubowidz,Любовидз;P;PPLA3;PL;Poland;;78;1437;143703;;2000;;142;Europe/Warsaw;2010-09-19;Poland;53.11865,19.84594
3093589;Leśna;Lesna;Les'na,Leshna,Lesna,Leśna,Lěsna,Marklissa,Marklissa-Schlesian,lai xi na,Лесна,Лесьна,Лешна,萊希納;P;PPL;PL;Poland;PL;72;0210;021003;;4648;;235;Europe/Warsaw;2015-09-07;Poland;51.02431,15.26413
3093983;Łagów;Lagow;Lagow,Łagów;P;PPL;PL;Poland;;72;0225;022507;;1095;;196;Europe/Warsaw;2010-10-13;Poland;51.15835,15.04372
3094542;Krzęcin;Krzecin;;P;PPLA3;PL;Poland;;87;3202;320204;;747;;72;Europe/Warsaw;2011-07-31;Poland;53.0816,15.49008
3094558;Kryry;Kryry;;P;PPL;PL;Poland;;83;2410;241006;;1349;;267;Europe/Warsaw;2010-10-20;Poland;50.01667,18.80568
3094562;Krynica Morska;Krynica Morska;Krinica Morska,Krinicja-Mors'ka,Kriņica Morska,Krynica Morska,Krynica-Morska,Kryniza Morska,Leso Gora - Lepa,ke li ni cha mo er si ka,Łësô Góra - Lëpa,Криниця-Морська,Крињица Морска,Крыница-Морска,克里尼查謨爾斯卡;P;PPL;PL;Poland;;82;2210;221001;;1339;;3;Europe/Warsaw;2010-09-28;Poland;54.38051,19.44413
3094638;Krośniewice;Krosniewice;Krosnevice,Krosniewice,Krosņevice,Krośniewice,ke luo xi nie wei cai,qrwsnyywwyzh,Кросневице,Кросневіце,Кросњевице,קרושנייוויצה,克羅希涅維采;P;PPLA3;PL;Poland;;74;1002;100204;;4610;;124;Europe/Warsaw;2014-06-26;Poland;52.25592,19.17037
3094934;Kowary;Kowary;Kovari,Kovary,Kowary,Krzyzatka,Krzyżatka,Schmiedeberg,Schmiedeberg in Schlesien,ke wa lei,Ковари,Ковары,科瓦雷;P;PPL;PL;Poland;;72;0206;020602;;10869;;463;Europe/Warsaw;2021-11-19;Poland;50.79313,15.83559
3096257;Kiernozia;Kiernozia;Kernozja,Kiernozia,Кернозя;P;PPLA3;PL;Poland;;74;1005;100505;;930;;102;Europe/Warsaw;2010-10-16;Poland;52.26858,19.87092
3096292;Kiełczów;Kielczow;Kielczow,Kiełczów;P;PPL;PL;Poland;;72;0223;022302;;3700;;131;Europe/Warsaw;2010-09-27;Poland;51.13999,17.17798
3096773;Kamiennik;Kamiennik;Kamiennik,Kamnig,Steinhaus;P;PPLA3;PL;Poland;PL;79;1607;160702;;702;;247;Europe/Warsaw;2010-09-25;Poland;50.57032,17.14979
3097194;Jeżewo;Jezewo;Comuna de Jezewo,Comuna de Jeżewo,Ezhevo,Gmina Ezhevo,Gmina Jezewo,Gmina Jeżewo,Гміна Єжево,Ежево;P;PPL;PL;Poland;;73;0414;041404;;1753;;89;Europe/Warsaw;2010-09-13;Poland;53.51061,18.49437
3097833;Izdebnik;Izdebnik;;P;PPL;PL;Poland;;77;1218;121804;;2054;;258;Europe/Warsaw;2010-10-23;Poland;49.87218,19.76801
3098722;Gorzów Wielkopolski;Gorzow Wielkopolski;Gorzow Wielkopolski,Gorzuw Wjelgopolski,Gorzów Wielkopolski,Gorzůw Wjelgopolski,Gozhau Vel'kapol'ski,Gozhov Velkopolski,Gozhov Vjelkopolski,Gozhuv-Vel'kopol's'kij,Gozhuv-Vel'kopol'ski,Gozhuv-Vel'kopol'skij,Gozova Velkopolska,Gozuv-Velkopolski,Gozuvas,Gožova Velkopolska,Gožuv-Velkopolski,Gožuvas,Ladzbarg,Landsberg,Landsberg an der Warthe,Landsbergum,Lãdzbarg,Thai Po-lan Thi-khi Ko-yi-fu,Thai Pô-làn Thi-khî Kô-yî-fû,da bo lan de qu ge ru fu,ghwrjwf wylkwbwlsky,gojupeubielkopolseuki,gwrzhwf wylkwpwlsky,gwrzhww wyylwpwlsky,gwzwb wyylqwpwlsqy,kxr sufwei yl khx pxl ski,Гожаў Велькапольскі,Гожов Велкополски,Гожов Вјелкополски,Гожув-Велькопольски,Гожув-Велькопольский,Ґожув-Велькопольський,Գորժուվ-Վելկապոլսկացի,גוזוב ויילקופולסקי,غورجوف ويلكوبولسكي,گورژوف ویلکوپولسکی,گورژوو ویئلوپولسکی,กอร์ซูฟเวียลคอปอลสกี,ゴジュフ・ヴィエルコポルスキ,大波蘭地區戈茹夫,고주프비엘코폴스키;P;PPLA;PL;Poland;;76;0861;086101;;124430;;34;Europe/Warsaw;2020-06-11;Poland;52.73679,15.22878
3099125;Gniewino;Gniewino;Gnevino,Gniewino,Gniéwino,Nknievino,Γκνιεβίνο,Гневино,Гневіно;P;PPL;PL;Poland;;82;2215;221505;;1940;;78;Europe/Warsaw;2010-09-14;Poland;54.71709,18.01663
3100171;Dopiewo;Dopiewo;;P;PPLA3;PL;Poland;;86;3021;302105;;2848;;84;Europe/Warsaw;2011-07-31;Poland;52.35726,16.67562
3100518;Dębowa Łąka;Debowa Laka;;P;PPLA3;PL;Poland;;73;0417;041702;;750;;94;Europe/Warsaw;2010-09-16;Poland;53.25541,19.09595
3101117;Czarny Bór;Czarny Bor;Czarny Bor,Czarny Bór,Schwarzwaldau;P;PPLA3;PL;Poland;;72;0221;022104;;4769;;479;Europe/Warsaw;2015-09-04;Poland;50.77083,16.1305
3101367;Cieplice Śląskie Zdrój;Cieplice Slaskie Zdroj;Bad Warmbrunn,Cieplice Slaskie Zdroj,Cieplice Slaskie-Zdroj,Cieplice Śląskie Zdrój,Cieplice Śląskie-Zdrój,Teplice,Warmbrunn,Теплице;P;PPL;PL;Poland;PL;72;0261;026101;;15000;;341;Europe/Warsaw;2013-11-23;Poland;50.86545,15.68367
3101947;Bytom Odrzański;Bytom Odrzanski;Beuthen,Beuthen an Oder,Beuthen an der Oder,Bialobrzezie,Białobrzezie,Bitom Odzhanski,Bitom-Odzhans'kij,Bitoma Odzanska,Bitoma Odžaņska,Bytom Odrzanski,Bytom Odrzański,Bytom-Odzhan'skij,ao de he pan bi tuo mu,Битом Оджањски,Битом-Оджанський,Бытом-Оджаньский,奧得河畔比托姆;P;PPLA3;PL;Poland;PL;76;0804;080402;;4408;;81;Europe/Warsaw;2015-09-07;Poland;51.73062,15.82362
3103785;Baruchowo;Baruchowo;;P;PPLA3;PL;Poland;;73;0418;041802;;434;;75;Europe/Warsaw;2010-09-16;Poland;52.49412,19.26496
7534583;Koszyce Wielkie;Koszyce Wielkie;;P;PPL;PL;Poland;;77;1216;121609;;2581;;212;Europe/Warsaw;2010-09-10;Poland;49.98076,20.94552
7535493;Lubicz Górny;Lubicz Gorny;;P;PPL;PL;Poland;;73;0415;041504;;3520;;71;Europe/Warsaw;2010-09-16;Poland;53.02686,18.771
12047614;Strachocin-Wojnów;Strachocin-Wojnow;;P;PPLX;PL;Poland;;72;0264;026401;39;4861;;118;Europe/Warsaw;2019-06-03;Poland;51.10486,17.15073
12047644;Rejon placu Świętego Macieja;Rejon placu Swietego Macieja;;P;PPLX;PL;Poland;;72;0264;026401;4;44090;;118;Europe/Warsaw;2019-06-03;Poland;51.12056,17.03761
756485;Tyczyn;Tyczyn;Tichin,Ticina,Tičina,Tychin,di qin,tyzyn,Тичин,Тичињ,Тычин,טיצין,蒂琴;P;PPLA3;PL;Poland;;80;1816;181614;;3393;;228;Europe/Warsaw;2010-10-13;Poland;49.96384,22.03398
757182;Szydłów;Szydlow;Comuna de Szydlow,Comuna de Szydłów,Gmina Shidluv,Gmina Szydlow,Gmina Szydłów,Shidluv,Szydlow,Szydłów,Шидлув,Ґміна Шидлув;P;PPLA3;PL;Poland;;84;2612;261208;;1097;;255;Europe/Warsaw;2010-09-30;Poland;50.59114,21.0068
757774;Sułów;Sulow;;P;PPLA3;PL;Poland;;75;0620;062012;;460;;203;Europe/Warsaw;2010-10-16;Poland;50.77099,22.95593
758103;Strachówka;Strachowka;Strachowka,Strachówka,Strakhuvka,Страхувка;P;PPLA3;PL;Poland;;78;1434;143410;;390;;112;Europe/Warsaw;2011-07-31;Poland;52.42692,21.635
758276;Stary Zamość;Stary Zamosc;;P;PPLA3;PL;Poland;;75;0620;062011;;637;;204;Europe/Warsaw;2010-10-16;Poland;50.82004,23.17154
758415;Stanisławów Pierwszy;Stanislawow Pierwszy;;P;PPL;PL;Poland;;78;1408;140803;;1176;;79;Europe/Warsaw;2010-10-06;Poland;52.37485,21.05184
758646;Sokolniki;Sokolniki;;P;PPL;PL;Poland;;80;1820;182002;;1965;;142;Europe/Warsaw;2010-10-16;Poland;50.63803,21.80649
760909;Purda;Purda;Comuna de Purda,Gmina Purda,Gross Purden,Purda,Пурда,Ґміна Пурда;P;PPL;PL;Poland;PL;85;2814;281410;;1140;;141;Europe/Warsaw;2010-09-09;Poland;53.70844,20.70683
760951;Puchaczów;Puchaczow;Puchaczow,Puchaczów,Puhaczow,Puhaczów;P;PPLA3;PL;Poland;PL;75;0610;061005;;817;;167;Europe/Warsaw;2010-10-16;Poland;51.3105,22.9737
762619;Parysów;Parysow;;P;PPLA3;PL;Poland;;78;1403;140309;;1100;;144;Europe/Warsaw;2010-09-17;Poland;51.97584,21.68006
762684;Pantalowice;Pantalowice;Pantalowice,Pantatowice;P;PPL;PL;Poland;PL;80;1814;181405;;1242;;220;Europe/Warsaw;2010-10-13;Poland;49.9521,22.43563
762851;Ostrów Lubelski;Ostrow Lubelski;Ostrow,Ostrow Lubelski,Ostrow Podlaski,Ostrów,Ostrów Lubelski,Ostrów Podlaski;P;PPLA3;PL;Poland;PL;75;0608;060810;;2206;;150;Europe/Warsaw;2010-10-16;Poland;51.49416,22.85287
763069;Orły;Orly;;P;PPLA3;PL;Poland;;80;1813;181307;;1000;;220;Europe/Warsaw;2010-09-25;Poland;49.87107,22.80298
763451;Obsza;Obsza;Obsza,Zamch-Zamosty Obsza;P;PPLA3;PL;Poland;PL;75;0602;060210;;861;;225;Europe/Warsaw;2010-10-14;Poland;50.3152,22.95688
764606;Młodzieszyn;Mlodzieszyn;Mlodzeshin,Mlodzieszyn,Mlodzieszynskie Budy,Młodzieszyn,Młodzieszyńskie Budy,Млодзешин;P;PPL;PL;Poland;;78;1428;142804;;1287;;74;Europe/Warsaw;2019-01-18;Poland;52.29945,20.20017
764862;Międzyrzec Podlaski;Miedzyrzec Podlaski;Mendzijets-Podlyaski,Mendzizeca Podlaska,Mendzizhec Podljaski,Mendzyrehch Padljaski,Mendzyzhec-Podljaski,Mendzıjets-Podlyaski,Mesericum,Mezhirech'ye,Mezhirech’ye,Mezhirichchja,Meņdzižeca Podlaska,Miedzyrzec,Miedzyrzec Podlaski,Mientzirzets Pontlaski,Międzyrzec,Międzyrzec Podlaski,Mjendzizhec Podlaski,Palenkes Mendzizecas,Palenkės Mendzižecas,Polenkes Miendziziecos,Polėnkės Miendzīžiečos,mian ji re ci,miengjijecheupodeullaseuki,myndsyzhts pwdlasky,mytsyrzyk bwdlasky,myyndzyzz pwdlsqy,Μιεντζίρζετς Ποντλάσκι,Межиріччя,Мендзижец Подляски,Мендзыжец-Подляски,Мендзырэч Падляскі,Мјендзижец Подласки,Подълѣсьскъ Мѧꙃирьць,מיינדזיזץ פודלסקי,ميتسيرزيك بودلاسكي,میندسیژتس پودلاسکی,ミェンヅィジェツ・ポドラスキ,缅济热茨,미엥지제츠포들라스키;P;PPLA3;PL;Poland;;75;0601;060110;;17158;;148;Europe/Warsaw;2019-09-05;Poland;51.9864,22.78248
