Geoname ID;Name;ASCII Name;Alternate Names;Feature Class;Feature Code;Country Code;Country name EN;Country Code 2;Admin1 Code;Admin2 Code;Admin3 Code;Admin4 Code;Population;Elevation;DIgital Elevation Model;Timezone;Modification date;LABEL EN;Coordinates
772667;Dziewin;Dziewin;;P;PPL;PL;Poland;;77;1201;120103;;1044;;186;Europe/Warsaw;2010-09-10;Poland;50.07554,20.45491
772747;Działoszyce;Dzialoszyce;Dzialoszyce,Działoszyce,Dzjaloshice,Dzjalosice,Dzjalošice,gu wo xi cai,Ђалошице,Дзялошице,דזיאלושיצה,賈沃希采;P;PPLA3;PL;Poland;;84;2608;260801;;1040;;213;Europe/Warsaw;2010-09-28;Poland;50.36534,20.35226
776808;Abramów;Abramow;Abramow,Abramów;P;PPLA3;PL;Poland;;75;0608;060802;;713;;162;Europe/Warsaw;2010-10-16;Poland;51.45647,22.31521
3081036;Żabnica;Zabnica;زابنیکا، سیلسیان صوبہ;P;PPL;PL;Poland;;83;2417;241715;;3120;;512;Europe/Warsaw;2010-09-06;Poland;49.58139,19.15621
3083752;Szczyrk;Szczyrk;Scirka,Shchirk,Shhirk,Szczyrk,shen qie er ke,Ščirka,Шчирк,Щирк,什切爾克;P;PPLA3;PL;Poland;;83;2402;240201;;5860;;501;Europe/Warsaw;2011-07-31;Poland;49.71724,19.03183
3084324;Studzionka;Studzionka;Studzionka;P;PPL;PL;Poland;;83;2410;241005;;2000;;256;Europe/Warsaw;2010-09-06;Poland;49.96232,18.7728
3084334;Studzienice;Studzienice;Comuna Studzienice,Comuna de Studzienice,Gmina Stedzence,Gmina Studzenice,Gmina Studzienice,Gmina Stëdzéńce,Studzenice,Studzienice,Студзенице,Ґміна Студзеніце;P;PPLA3;PL;Poland;;82;2201;220108;;816;;165;Europe/Warsaw;2010-09-24;Poland;54.09262,17.57581
3084515;Stronie Śląskie;Stronie Slaskie;Seitenberg,Seitenberg Grafschaft Glatz,Strone Slonske,Strone-Shl'ons'ki,Strone-Sljonske,Stronie Slaskie,Stronie Śląskie,Stroņe Slonske,si tuo ni la si qi,Строне-Слёнске,Строне-Шльонські,Строње Слонске,斯托尼拉斯奇;P;PPL;PL;Poland;PL;72;0208;020813;;6192;;493;Europe/Warsaw;2010-09-12;Poland;50.29554,16.87397
3084569;Stoszowice;Stoszowice;Peterwitz,Stoszowice;P;PPL;PL;Poland;;72;0224;022404;;1100;;294;Europe/Warsaw;2020-01-03;Poland;50.59986,16.73896
3085520;Słońsk;Slonsk;Sonnenburg;P;PPLA3;PL;Poland;PL;76;0807;080703;;3000;;16;Europe/Warsaw;2010-10-16;Poland;52.56345,14.80526
3085565;Śliwice;Sliwice;Comuna de Sliwice,Comuna de Śliwice,Gmina Slivice,Gmina Sliwice,Gmina Śliwice,Slivice,Sliwice,Śliwice,Сливице,Ґміна Слівіце;P;PPLA3;PL;Poland;;73;0416;041605;;4600;;113;Europe/Warsaw;2010-09-16;Poland;53.70875,18.1737
3085925;Siewierz;Siewierz;Seveza,Sevezh,Seveža,Shevezh,Siewierz,Sjevjezh,xie wei ri,Севеж,Сјевјеж,Шевеж,謝維日;P;PPLA3;PL;Poland;;83;2401;240107;;5417;;299;Europe/Warsaw;2010-09-21;Poland;50.46657,19.23028
3085976;Sieraków Śląski;Sierakow Slaski;Breitenmarkt,Schierokau,Sierakow,Sieraków;P;PPL;PL;Poland;PL;83;2407;240703;;1704;;247;Europe/Warsaw;2010-09-25;Poland;50.8029,18.57548
3086377;Sadki;Sadki;Sadke,Sadki,Schlossberg  Kr. Wirsitz,Schloßberg  Kr. Wirsitz;P;PPLA3;PL;Poland;;73;0410;041004;;2000;;86;Europe/Warsaw;2017-12-15;Poland;53.16036,17.44912
3086654;Rusiec;Rusiec;Comuna Rusiec,Comuna de Rusiec,Gmina Rusec',Gmina Rusiec,Rusec,Русец,Ґміна Русець;P;PPLA3;PL;Poland;;74;1001;100106;;1500;;161;Europe/Warsaw;2010-10-15;Poland;51.32444,18.98506
3087027;Rokitno Szlacheckie;Rokitno Szlacheckie;;P;PPL;PL;Poland;;83;2416;241605;;1094;;354;Europe/Warsaw;2010-10-16;Poland;50.43195,19.43293
3087047;Rokiciny;Rokiciny;;P;PPL;PL;Poland;;77;1211;121111;;1491;;569;Europe/Warsaw;2010-09-11;Poland;49.57243,19.92302
3087559;Rączna;Raczna;;P;PPL;PL;Poland;;77;1206;120607;;1736;;233;Europe/Warsaw;2010-10-23;Poland;50.00984,19.76784
3087896;Przyborów;Przyborow;;P;PPL;PL;Poland;;83;2417;241704;;1793;;520;Europe/Warsaw;2010-09-06;Poland;49.6215,19.38701
3087994;Przedbórz;Przedborz;Comuna de Przedbor,Comuna de Przedbór,Gmina Przedborz,Gmina Przedbórz,Gmina Pshedbuzh,Przedborz,Przedbórz,Pshedbuzh,Пшедбуж,Ґміна Пшедбуж;P;PPLA3;PL;Poland;;74;1012;101211;;3765;;199;Europe/Warsaw;2011-07-31;Poland;51.08789,19.87384
3088548;Pogorzela;Pogorzela;Pogorzela,Pogozela,Pogozhela,Pogozhelja,Pogožela,bo ge re la,Погожела,Погожеля,波戈熱拉;P;PPLA3;PL;Poland;;86;3004;300406;;2015;;131;Europe/Warsaw;2010-09-23;Poland;51.8222,17.23017
3088749;Pobiedziska;Pobiedziska;Pobedzis'ka,Pobedziska,Pobiedziska,Powiewissko,Powiewißko,Pudewitz,bo bie ji si ka,bociniec,Победзиска,Победзіська,Побјеђиска,波別濟斯卡;P;PPLA3;PL;Poland;;86;3021;302112;;8677;;109;Europe/Warsaw;2020-04-25;Poland;52.47753,17.28767
3089583;Ozimek;Ozimek;Malapane,Malapane Oberschlesien,Ozhimek,Ozimek,Ozimeka,ao ji mei ke,Ожимек,Озимек,Озімек,奧濟梅克;P;PPL;PL;Poland;;79;1609;160908;;9963;;183;Europe/Warsaw;2010-09-12;Poland;50.67944,18.2137
3089924;Osiek;Osiek;;P;PPLA3;PL;Poland;;77;1213;121305;;8000;;259;Europe/Warsaw;2010-09-29;Poland;49.95067,19.26444
3090452;Nowy Tomyśl;Nowy Tomysl;Neu Tomischel,Neu Tomisl,Neu Tomiśl,Novi Tomishul,Novi Tomisl,Novi Tomisla,Novij Tomishl',Novy-Tomysl',Nowy Tomysl,Nowy Tomyśl,xin tuo mei xi er,Нови Томисл,Нови Томишъл,Новий Томишль,Новы-Томысль,新托梅希爾;P;PPLA3;PL;Poland;;86;3015;301504;;15179;;74;Europe/Warsaw;2020-06-21;Poland;52.3195,16.12844
3091332;Mrzezino;Mrzezino;Mrzezino,Mzhezino,Мжезино;P;PPL;PL;Poland;;82;2211;221107;;2312;;46;Europe/Warsaw;2010-10-21;Poland;54.65378,18.43025
3091598;Mników;Mnikow;;P;PPL;PL;Poland;;77;1206;120607;;1212;;229;Europe/Warsaw;2010-11-03;Poland;50.06044,19.72595
3093035;Lubanie;Lubanie;Ljubane,Lubanie,Любане;P;PPLA3;PL;Poland;;73;0418;041810;;810;;77;Europe/Warsaw;2010-09-16;Poland;52.74689,18.9194
3094003;Łagiewniki;Lagiewniki;Heidersdorf,Lagiewniki,Łagiewniki;P;PPL;PL;Poland;PL;72;0202;020206;;2900;;177;Europe/Warsaw;2010-09-12;Poland;50.79088,16.84457
3094625;Krotoszyn;Krotoszyn;Kratoshyn,Krotoschin,Krotoshin,Krotosina,Krotosynas,Krotoszyn,Krotošina,Krotošynas,ke luo tuo shen,Кратошын,Кротошин,克羅托申;P;PPLA3;PL;Poland;;86;3012;301204;;29231;;132;Europe/Warsaw;2020-06-21;Poland;51.69868,17.43738
3094898;Koziegłowy;Kozieglowy;Kozeglovi,Kozeglovy,Kozheglovi,Kozieglowy,Koziegłowy,Kozjeglovi,ke jie ge wo wei,Кожеглови,Козегловы,Козеґлови,Козјеглови,科傑格沃維;P;PPLA3;PL;Poland;;83;2409;240902;;2481;;300;Europe/Warsaw;2011-07-31;Poland;50.60035,19.16299
3095126;Kościerzyna;Koscierzyna;Kos'cezhina,Koscerzna,Koscezina,Koscezyna,Koscežina,Koscežyna,Koscierzyna,Koshcezhina,Koshchezhina,Kościerzyna,Kòscérzna,ke xi qie ri na,Косьцежина,Кошчежина,Кошћежина,科希切日納;P;PPL;PL;Poland;;82;2206;220601;;23361;;162;Europe/Warsaw;2010-09-13;Poland;54.12226,17.98119
3095140;Kościelisko;Koscielisko;Koscielisko,Koscielsko;P;PPLA3;PL;Poland;PL;77;1217;121704;;3900;;974;Europe/Warsaw;2019-10-08;Poland;49.29073,19.88929
3095834;Kołbaskowo;Kolbaskowo;Colbitzow,Kolbaskowo,Kolbitzow,Kołbaskowo;P;PPLA3;PL;Poland;PL;87;3211;321102;;410;;32;Europe/Warsaw;2010-09-21;Poland;53.33641,14.43835
3096844;Kamień;Kamien;;P;PPL;PL;Poland;;77;1206;120601;;1470;;259;Europe/Warsaw;2010-10-17;Poland;50.01215,19.58536
3096966;Kaczory;Kaczory;;P;PPL;PL;Poland;;86;3019;301903;;2911;;91;Europe/Warsaw;2010-09-11;Poland;53.10348,16.88169
3098200;Gryfino;Gryfino;Greifenhagen,Grifino,Gripenhagen,Gripiewo,Gripiewò,Gryfina,Gryfinas,Gryfino,ge lei fei nuo,Грифино,Грифіно,Грыфино,Грыфіна,格雷菲諾;P;PPLA3;PL;Poland;;87;3206;320604;;21270;;7;Europe/Warsaw;2019-09-05;Poland;53.25243,14.48831
3098865;Górażdże;Gorazdze;Goradze,Gorazdze,Górażdże,Waldenstein,Waldstein;P;PPL;PL;Poland;PL;79;1605;160501;;1073;;170;Europe/Warsaw;2010-10-21;Poland;50.52903,18.01003
753142;Żoliborz;Zoliborz;Zalborz,Zalbórz;P;PPL;PL;Poland;PL;78;1465;146501;146519_8;50934;;94;Europe/Warsaw;2018-01-16;Poland;52.26896,20.98644
754195;Zagórz;Zagorz;Zagirja,Zagorz,Zagoza,Zagozh,Zagoža,Zaguzh,Zagórz,zgwrd,zha gu ri,Загож,Загуж,Загіря,زگورض,扎古日;P;PPLA3;PL;Poland;;80;1817;181707;;5129;;303;Europe/Warsaw;2010-09-25;Poland;49.51457,22.26706
755155;Wola Rębkowska;Wola Rebkowska;Rembkowska Wola,Wola Rebkowska,Wola Rębkowska;P;PPL;PL;Poland;PL;78;1403;140304;;1400;;128;Europe/Warsaw;2010-09-07;Poland;51.90181,21.55818
756084;Wawrzeńczyce;Wawrzenczyce;;P;PPL;PL;Poland;;77;1206;120602;;3000;;198;Europe/Warsaw;2010-09-10;Poland;50.11012,20.31612
756120;Wasilków;Wasilkow;Vasil'kiv,Vasil'kuv,Vasilkov,Vasilkova,Vasilkuvas,Wasilkow,Wasilków,wa xi er ku fu,wsylqwb,Василков,Василькув,Васильків,וסילקוב,瓦西爾庫夫;P;PPLA3;PL;Poland;;81;2002;200213;;9440;;129;Europe/Warsaw;2011-07-31;Poland;53.19909,23.20776
756919;Tłuszcz;Tluszcz;Tlushh,Tluszcz,Tłuszcz,Тлущ;P;PPLA3;PL;Poland;;78;1434;143411;;7482;;101;Europe/Warsaw;2014-06-26;Poland;52.43058,21.43561
757178;Szydłowiec;Szydlowiec;Shidlovec,Shidlovec',Shidlovjec,Shydlovec,Sidloveca,Sydlovecas,Sydloviec,sydlwbyyz,xi de wo wei ci,Šidloveca,Šydlovecas,Šydloviéc,Шидловец,Шидловець,Шидловјец,Шыдловец,שידלובייץ,希德沃維茨;P;PPLA2;PL;Poland;;78;1430;143005;;12128;;223;Europe/Warsaw;2019-09-05;Poland;51.22823,20.86106
757531;Sypniewo;Sypniewo;;P;PPLA3;PL;Poland;;78;1411;141109;;480;;103;Europe/Warsaw;2010-09-18;Poland;53.0058,21.3073
757610;Świętajno;Swietajno;Altkirchen,Schwentainen,Sventajno,Swietajno,Świętajno,Свентайно;P;PPL;PL;Poland;PL;85;2817;281707;;2000;;143;Europe/Warsaw;2018-10-05;Poland;53.56692,21.21546
758090;Strawczyn;Strawczyn;;P;PPLA3;PL;Poland;;84;2604;260418;;1000;;256;Europe/Warsaw;2010-10-12;Poland;50.94177,20.42135
758548;Sosnowica;Sosnowica;;P;PPLA3;PL;Poland;;75;0613;061307;;678;;165;Europe/Warsaw;2010-10-16;Poland;51.52065,23.09215
759922;Rybczewice;Rybczewice;Rybczewice Drugie;P;PPLA3;PL;Poland;;75;0617;061704;;840;;216;Europe/Warsaw;2017-09-18;Poland;51.02876,22.85053
760503;Rembertów;Rembertow;Nowy Rembertow,Nowy Rembertów,Rembertuv,rmbrtwb,Рембертув,רמברטוב;P;PPL;PL;Poland;PL;78;1465;146501;146509_8;21893;;91;Europe/Warsaw;2018-01-16;Poland;52.26059,21.16355
761187;Przędzel;Przedzel;;P;PPL;PL;Poland;;80;1812;181206;;1823;;160;Europe/Warsaw;2010-10-11;Poland;50.49465,22.21925
761714;Pogórska Wola;Pogorska Wola;;P;PPL;PL;Poland;;77;1216;121608;;2707;;229;Europe/Warsaw;2010-10-17;Poland;50.01855,21.15795
763006;Osiek Jasielski;Osiek Jasielski;;P;PPLA3;PL;Poland;;80;1805;180508;;680;;258;Europe/Warsaw;2010-09-24;Poland;49.63784,21.4884
763659;Nowe Miasto nad Pilicą;Nowe Miasto nad Pilica;Nove Mjasto nad Pilicom,Nove Mjasto pie Pilicas,Nove-Mjasto-nad-Piliceju,Nove-Mjasto-nad-Pilicon,Nowe Miasto,Nowe Miasto nad Pilica,Nowe Miasto nad Pilicą,pi li cha he pan xin cheng,Нове Мјасто над Пилицом,Нове-Място-над-Пилицею,Нове-Място-над-Пилицон,נובה מיאסטו על הפיליצה,皮利察河畔新城;P;PPLA3;PL;Poland;PL;78;1406;140608;;3856;;158;Europe/Warsaw;2010-10-01;Poland;51.61812,20.57619
765736;Łukowica;Lukowica;;P;PPLA3;PL;Poland;;77;1207;120708;;2220;;463;Europe/Warsaw;2010-10-30;Poland;49.6111,20.48289
766142;Lipsk;Lipsk;Liepine,Liepinė,Lips'k,Lipsk,Lipska,li pu si ke,Липск,Ліпськ,利普斯克;P;PPLA3;PL;Poland;;81;2001;200104;;2463;;133;Europe/Warsaw;2015-01-15;Poland;53.73312,23.40225
766507;Lelkowo;Lelkowo;Lel'kovo,Lelkowo,Lichtenfeld,Лельково;P;PPL;PL;Poland;PL;85;2802;280204;;1080;;114;Europe/Warsaw;2010-09-05;Poland;54.32458,20.2248
768039;Kosina;Kosina;;P;PPL;PL;Poland;;80;1810;181004;;3590;;199;Europe/Warsaw;2010-10-13;Poland;50.07213,22.32903
768123;Stara Kornica;Stara Kornica;Kornica Stara,Stara-Kornica,SteraKornica,Стара-Корница;P;PPLX;PL;Poland;;78;1410;141006;;1088;;161;Europe/Warsaw;2010-09-05;Poland;52.18183,22.93752
769135;Kłaj;Klaj;;P;PPLA3;PL;Poland;;77;1219;121903;;3500;;211;Europe/Warsaw;2010-09-16;Poland;49.99246,20.29904
769177;Kije;Kije;Baljaght Kije,Comuna de Kije,Gmina Kie,Gmina Kije,Kije,Кийе,Ґміна Кіє;P;PPLA3;PL;Poland;;84;2608;260802;;452;;234;Europe/Warsaw;2010-10-07;Poland;50.60721,20.57121
771953;Gołdap;Goldap;Geldape,Geldapė,Goldap,Goldapa,Gołdap,ge wu da pu,Голдап,גולדאפ,戈乌达普;P;PPL;PL;Poland;;85;2818;281803;;13769;;169;Europe/Warsaw;2010-09-18;Poland;54.30631,22.30362
772218;Gietrzwałd;Gietrzwald;Dietrichswalde,Gietrzwald,Gietrzwałd;P;PPL;PL;Poland;PL;85;2814;281405;;1070;;108;Europe/Warsaw;2010-09-09;Poland;53.74617,20.23742
772465;Frysztak;Frysztak;Frysztak;P;PPLA3;PL;Poland;;80;1819;181902;;950;;249;Europe/Warsaw;2010-10-14;Poland;49.84164,21.60942
772772;Dynów;Dynow;Diniv,Dinov,Dinova,Dynow,Dynuv,Dynów,di nu fu,dynwb,Динов,Динів,Дынув,דינאוו,דינוב,迪努夫;P;PPLA3;PL;Poland;;80;1816;181601;;6065;;255;Europe/Warsaw;2010-10-13;Poland;49.81506,22.23388
774628;Ceranów;Ceranow;Ceranow,Ceranuv,Ceranów,Церанув;P;PPLA3;PL;Poland;;78;1429;142903;;810;;111;Europe/Warsaw;2010-09-19;Poland;52.63082,22.22826
775097;Brzóza Stadnicka;Brzoza Stadnicka;;P;PPL;PL;Poland;;80;1810;181007;;1200;;219;Europe/Warsaw;2010-10-17;Poland;50.19965,22.28233
775110;Brzostek;Brzostek;Brzhostik,Bzhostek,Bzosteka,Bžosteka,bu ruo si tai ke,bzwstq,Бжостек,בזוסטק,برزوسٹیک,布若斯泰克;P;PPLA3;PL;Poland;;80;1803;180302;;2599;;227;Europe/Warsaw;2012-10-01;Poland;49.87954,21.41102
775922;Biłgoraj;Bilgoraj;Bilgora,Bilgoraia,Bilgoraj,Bilgoraja,Bilgorajus,Bilgoray,Biłgora,Biłgoraj,bi wu ge la yi,bylgwryy,Билгорай,Билгорај,Білгорай,Білґорай,בילגוריי,比烏戈拉伊;P;PPLA2;PL;Poland;;75;0602;060201;;26987;;202;Europe/Warsaw;2019-09-05;Poland;50.54114,22.72204
776384;Barczewo;Barczewo;Barcevo,Barchevo,Barczewo,Barčevo,Wartenbork,Wartenburg,ba er qie wo,Барчево,巴爾切沃;P;PPLA3;PL;Poland;PL;85;2814;281401;;7315;;129;Europe/Warsaw;2011-07-31;Poland;53.83055,20.69112
776531;Baćkowice;Backowice;;P;PPLA3;PL;Poland;;84;2606;260601;;540;;298;Europe/Warsaw;2010-09-26;Poland;50.79194,21.23211
3079942;Żuromin;Zuromin;Zhuromin,Zuramin,Zuromin,Zuromina,ru luo ming,zwrwmyn,Żuromin,Žuromina,Журомин,Журомін,זורומין,茹羅明;P;PPLA2;PL;Poland;PL;78;1437;143706;;9019;;137;Europe/Warsaw;2014-06-27;Poland;53.06611,19.90894
3080345;Żelazków;Zelazkow;;P;PPL;PL;Poland;;86;3007;300711;;1250;;124;Europe/Warsaw;2010-09-09;Poland;51.85418,18.1743
3080533;Zawidów;Zawidow;Seidenberg,Zavidov,Zavidova,Zaviduv,Zawidow,Zawidów,zha wei du fu,Завидов,Завидув,Завідув,扎維杜夫;P;PPL;PL;Poland;;83;;;;4364;;235;Europe/Warsaw;2010-09-12;Poland;51.02546,15.06213
3081940;Wilkowice;Wilkowice;;P;PPL;PL;Poland;;86;3013;301302;;1589;;111;Europe/Warsaw;2010-09-06;Poland;51.88513,16.53417
3081947;Wilków;Wilkow;Wilkow,Wilków;P;PPL;PL;Poland;;72;0226;022606;;2000;;274;Europe/Warsaw;2010-09-25;Poland;51.09212,15.92824
3082712;Wągrowiec;Wagrowiec;Eichenbruck,Eichenbrück,Vongrovec,Vongrovec',Vongroveca,Vongrovecas,Vongrovjec,Wagrowiec,Wongrowiec,Wongrowitz,Wągrowiec,weng ge luo wei ci,Вонгровец,Вонгровець,Вонгровјец,翁格羅維茨;P;PPL;PL;Poland;;86;3028;302801;;24428;;82;Europe/Warsaw;2020-06-21;Poland;52.80842,17.19961
3082785;Unisław;Unislaw;Unislav,Unislaw,Unisław,Унислав;P;PPL;PL;Poland;;73;0404;040407;;3490;;89;Europe/Warsaw;2010-09-13;Poland;53.21241,18.38622
3083134;Trzebiel;Trzebiel;Triebel,Trjebule,Trzebiel,chbyl,چبیل;P;PPLA3;PL;Poland;PL;76;0811;081108;;1400;;131;Europe/Warsaw;2010-10-16;Poland;51.63496,14.81609
3083492;Targanice;Targanice;Targanica;P;PPL;PL;Poland;PL;77;1218;121801;;3860;;419;Europe/Warsaw;2010-10-17;Poland;49.80575,19.32444
3083677;Szklarska Poręba;Szklarska Poreba;Schreiberhau,Schreibhau,Shklarska Poremba,Shkljars'ka Poremba,Shkljarska Poremba,Shkljarska-Poremba,Sklarska Poremba,Szklarska Porbe,Szklarska Poreba,Szklarska Poręba,ashklarska prmba,shen ke la er si ka-bo lun ba,Šklarska Poremba,Шкларска Поремба,Шклярска Поремба,Шклярска-Поремба,Шклярська Поремба,اشکلارسکا پرمبا,什克拉爾斯卡-波倫巴;P;PPL;PL;Poland;PL;72;0206;020604;;6970;;647;Europe/Warsaw;2019-10-08;Poland;50.82567,15.52274
3083749;Szczytna;Szczytna;Scitna,Shchitna,Shhitna,Zhitna,Ščitna,Житна,Шчитна,Щитна;P;PPL;PL;Poland;;72;0208;020814;;5234;;457;Europe/Warsaw;2010-09-12;Poland;50.41343,16.44743
3083800;Szczepanów;Szczepanow;;P;PPL;PL;Poland;;72;0218;021804;;1700;;106;Europe/Warsaw;2010-10-21;Poland;51.19796,16.61064
3084069;Świecie nad Osą;Swiecie nad Osa;;P;PPLA3;PL;Poland;;73;0406;040606;;870;;58;Europe/Warsaw;2010-09-14;Poland;53.444,19.10171
3084811;Starowa Góra;Starowa Gora;;P;PPL;PL;Poland;;74;1006;100610;;1300;;188;Europe/Warsaw;2010-10-16;Poland;51.69134,19.48374
3084826;Starogard Gdański;Starogard Gdanski;Gdansko Starogardas,Starogard,Starogard Gdanski,Starogard Gdański,Starogard-Gdan'ski,Starogard-Gdan'skij,Starogard-Gdans'kij,Starogarda,Starogarda Gdanska,Starogarda Gdaņska,astarwgard gdansky,ge dan si ke jiu cheng,Старогард Гдански,Старогард Гдањски,Старогард-Гданьски,Старогард-Гданьский,Старогард-Ґданський,استاروگارد گدانسکی,スタロガルド・グダニスキ,格但斯克舊城;P;PPL;PL;Poland;;82;2213;221303;;48202;;90;Europe/Warsaw;2010-09-13;Poland;53.96396,18.52638
3086371;Sadlinki;Sadlinki;Sadlinki,Sedlinen,Садлинки;P;PPL;PL;Poland;;82;2207;220706;;1987;;16;Europe/Warsaw;2010-09-05;Poland;53.66539,18.86807
3086391;Rzyki;Rzyki;;P;PPL;PL;Poland;;77;1218;121801;;3105;;419;Europe/Warsaw;2010-10-17;Poland;49.81129,19.39619
3086566;Rycerka Dolna;Rycerka Dolna;;P;PPL;PL;Poland;;83;2417;241711;;1475;;553;Europe/Warsaw;2010-10-23;Poland;49.47805,19.06162
3086638;Rusocice;Rusocice;;P;PPL;PL;Poland;;77;1206;120601;;1164;;215;Europe/Warsaw;2010-10-23;Poland;49.99604,19.60648
3086848;Rozwadza;Rozwadza;;P;PPL;PL;Poland;;79;1605;160505;;1100;;177;Europe/Warsaw;2010-10-21;Poland;50.43493,18.0998
3087246;Regulice;Regulice;;P;PPL;PL;Poland;;77;1203;120301;;1882;;263;Europe/Warsaw;2010-10-17;Poland;50.08314,19.52785
3087391;Rajsko;Rajsko;;P;PPL;PL;Poland;;77;1213;121306;;1440;;239;Europe/Warsaw;2010-10-23;Poland;50.01193,19.19294
3087418;Radzionków;Radzionkow;Radz'onkuv,Radzh'onkov,Radzionkow,Radzionkuvas,Radzionków,Radzjonkova,Radzjonkuv,Radzunkuw,Radźůnkůw,la ji weng ke fu,Раджьонков,Радзьонкув,Радзёнкув,Рађонков,拉濟翁科夫;P;PPL;PL;Poland;;83;2413;241303;;17167;;298;Europe/Warsaw;2010-09-10;Poland;50.40026,18.90232
3087705;Pszczyna;Pszczyna;Pless,Pscina,Pscyna,Pshchina,Pshhina,Pszczyn,Pszczyna,Pščina,Pščyna,pu shen qi na,Пшчина,Пщина,普什奇納;P;PPLA2;PL;Poland;;83;2410;241005;;25288;;242;Europe/Warsaw;2012-01-07;Poland;49.98037,18.95382
3087958;Przelewice;Przelewice;Prillwitz,Przelewice,Pyrzyckie;P;PPLA3;PL;Poland;PL;87;3212;321204;;770;;65;Europe/Warsaw;2011-07-31;Poland;53.10413,15.07625
3088006;Przecław;Przeclaw;;P;PPL;PL;Poland;;87;3211;321102;;3362;;30;Europe/Warsaw;2011-01-08;Poland;53.37447,14.47251
3088171;Poznań;Poznan;POZ,Po-tsu-nam,Posen,Posnania,Possen,Poznan,Poznan',Poznan' osh,Poznana,Poznane,Poznanj,Poznano,Poznany,Poznanė,Poznań,Poznańy,Poznaņa,Poznaň,Poznon,Poßen,Pòznóń,Pô-tsṳ-nàm,Pоznan,bo zi nan,bwznan,phx snan,pocunan,pojeunan,pojhnana,pozunan,pwyzn,pwznan,pwznn,Πόζναν,Познан,Познань,Познань ош,Познањ,Պոզնան,פוזנן,פויזן,بوزنان,پوزنان,پۆزنان,पोझ्नान,போசுனான்,พอซนาน,ཕྰོ་ཟོ་ནན།,პოზნანი,ポズナン,波茲南,포즈난;P;PPLA;PL;Poland;;86;3064;306401;;570352;;69;Europe/Warsaw;2020-05-21;Poland;52.40692,16.92993
3088281;Poraj;Poraj;;P;PPL;PL;Poland;;83;2409;240904;;4418;;273;Europe/Warsaw;2010-09-06;Poland;50.67797,19.21509
3089173;Piątek;Piatek;Comuna de Piatek,Comuna de Piątek,Gmina Piatek,Gmina Piątek,Gmina Pjontek,Pjontek,Пёнтек,Ґміна Пйонтек;P;PPLA3;PL;Poland;;74;1004;100406;;2130;;100;Europe/Warsaw;2010-10-16;Poland;52.0689,19.4797
3089908;Osiek;Osiek;Osiek,Osiek Nad Wisla,Osiek Nad Wisłą,Osiek-nad-Wisla,Osiek-nad-Wisła;P;PPL;PL;Poland;PL;73;0415;041507;;1064;;56;Europe/Warsaw;2017-09-12;Poland;52.92629,18.80765
3089917;Osiek;Osiek;Ossig;P;PPL;PL;Poland;;72;0211;021102;;1117;;123;Europe/Warsaw;2015-08-24;Poland;51.36717,16.2338
3089934;Osieczna;Osieczna;Osechna,Osecna,Osečna,Osieczna,Osjechna,Ossieczna,Oßieczna,Storchnest,ao xie qi na,Осечна,Осјечна,奧謝奇納;P;PPLA3;PL;Poland;;86;3013;301303;;2132;;80;Europe/Warsaw;2020-04-25;Poland;51.9042,16.67862
3090551;Nowogrodziec;Nowogrodziec;Naumburg am Queis,Naumburgum ad Quisum,Novogrodzec,Novogrodzec',Novogrodzeca,Nowogrodziec,nuo wo ge luo jie ci,Новогродзец,Новогрођец,Новоґродзець,諾沃格羅傑茨;P;PPLA3;PL;Poland;PL;72;0201;020104;;4031;;207;Europe/Warsaw;2011-07-31;Poland;51.19543,15.39854
3091135;Naprawa;Naprawa;;P;PPL;PL;Poland;;77;1215;121505;;2100;;534;Europe/Warsaw;2010-09-22;Poland;49.64657,19.87916
3099388;Giebułtów;Giebultow;;P;PPL;PL;Poland;;77;1206;120615;;1032;;322;Europe/Warsaw;2010-10-21;Poland;50.14556,19.87856
3099720;Fabianki;Fabianki;Fabianki,Fabjanki;P;PPLA3;PL;Poland;PL;73;0418;041807;;660;;85;Europe/Warsaw;2010-09-16;Poland;52.71929,19.10943
3100364;Dobra;Dobra;Daber,Dobra,Szczecinska,Szczecińska;P;PPLA3;PL;Poland;PL;87;3211;321101;;950;;20;Europe/Warsaw;2010-09-21;Poland;53.48835,14.38617
3100624;Daszewice;Daszewice;;P;PPL;PL;Poland;;86;3021;302110;;1422;;71;Europe/Warsaw;2010-09-28;Poland;52.30002,16.95723
3101019;Czernica;Czernica;;P;PPL;PL;Poland;;83;2412;241202;;2100;;250;Europe/Warsaw;2010-09-28;Poland;50.08391,18.40068
3101693;Choczewo;Choczewo;;P;PPL;PL;Poland;;82;2215;221504;;1310;;65;Europe/Warsaw;2010-09-14;Poland;54.73993,17.89175
3101856;Chałupki;Chalupki;Chalupki,Chalutki,Chałupki,Ruderswald;P;PPL;PL;Poland;;83;2411;241104;;1697;;202;Europe/Warsaw;2010-09-06;Poland;49.92559,18.3173
3101951;Bytnica;Bytnica;Beutnitz,Bytnica;P;PPLA3;PL;Poland;PL;76;0802;080203;;1200;;70;Europe/Warsaw;2010-10-16;Poland;52.15066,15.16946
